Ticker,Ticker_B3,Codigo_Emissor,CD_CVM,CNPJ_CIA,DENOM_CIA,Nome_Pregao,Setor,Subsetor,Segmento_Setorial,Segmento_Listagem,Eh_Estatal,Participacao_Indice,Segmento_Novo_Mercado,Segmento_Nivel_1,Segmento_Nivel_2,Segmento_Bovespa_Mais,Segmento_Bovespa_Mais_Nivel_2,Segmento_Tradicional
AXIA3.SA,AXIA3,AXIA,2437,1180000126,CENTRAIS ELET BRAS S.A. - ELETROBRAS,AXIA ENERGIA,Nao Classificado,Energia Elétrica,Nao Classificado,Nivel 1,1,"4,043",0,1,0,0,0,0
AXIA6.SA,AXIA6,AXIA,2437,1180000126,CENTRAIS ELET BRAS S.A. - ELETROBRAS,AXIA ENERGIA,Nao Classificado,Energia Elétrica,Nao Classificado,Nivel 1,1,"0,608",0,1,0,0,0,0
AXIA7.SA,AXIA7,AXIA,2437,1180000126,CENTRAIS ELET BRAS S.A. - ELETROBRAS,AXIA ENERGIA,Nao Classificado,Energia Elétrica,Nao Classificado,Nivel 1,0,"1,157",0,1,0,0,0,0
AZZA3.SA,AZZA3,AZZA,22349,16590234000176,AZZAS 2154 S.A.,AZZAS 2154,Nao Classificado,Tecidos. Vestuário e Calçados,Nao Classificado,Novo Mercado,0,"0,093",1,0,0,0,0,0
B3SA3.SA,B3SA3,B3SA,21610,9346601000125,B3 S.A. - BRASIL. BOLSA. BALCÃO,B3,Financeiro,Serviços Financeiros Diversos,Serviços Financeiros Diversos,Novo Mercado,0,"3,203",1,0,0,0,0,0
BBAS3.SA,BBAS3,BBAS,1023,191,BCO BRASIL S.A.,BRASIL,Financeiro,Intermediários Financeiros,Bancos,Novo Mercado,1,"2,210",1,0,0,0,0,0
BBDC3.SA,BBDC3,BBDC,906,60746948000112,BCO BRADESCO S.A.,BRADESCO,Financeiro,Intermediários Financeiros,Bancos,Nivel 1,0,"0,849",0,1,0,0,0,0
BBDC4.SA,BBDC4,BBDC,906,60746948000112,BCO BRADESCO S.A.,BRADESCO,Financeiro,Intermediários Financeiros,Bancos,Nivel 1,0,"3,439",0,1,0,0,0,0
BBSE3.SA,BBSE3,BBSE,23159,17344597000194,BB SEGURIDADE PARTICIPAÇÕES S.A.,BBSEGURIDADE,Financeiro,Previdência e Seguros,Seguradoras,Novo Mercado,0,"0,696",1,0,0,0,0,0
BEEF3.SA,BEEF3,BEEF,20931,67620377000114,MINERVA S.A.,MINERVA,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,Novo Mercado,0,"0,058",1,0,0,0,0,0
BHIA3.SA,BHIA3,BHIA,6505,33041260065290,GRUPO CASAS BAHIA S.A.,CASAS BAHIA,Nao Classificado,Eletrodomésticos,Nao Classificado,Novo Mercado,0,"0,009",1,0,0,0,0,0
BLAU3.SA,BLAU3,BLAU,24627,58430828000160,BLAU FARMACÊUTICA S.A.,BLAU,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos,Novo Mercado,0,"0,014",1,0,0,0,0,0
BMOB3.SA,BMOB3,BMOB,25500,9042817000105,BEMOBI MOBILE TECH S.A.,BEMOBI TECH,Tecnologia da Informação,Programas e Serviços,Programas e Serviços,Novo Mercado,0,"0,070",1,0,0,0,0,0
BPAC11.SA,BPAC11,BPAC,22616,30306294000145,BCO BTG PACTUAL S.A.,BTGP BANCO,Financeiro,Intermediários Financeiros,Bancos,Nivel 2,0,"2,998",0,0,1,0,0,0
BRAP4.SA,BRAP4,BRAP,18724,3847461000192,BRADESPAR S.A.,BRADESPAR,Materiais Básicos,Mineração,Minerais Metálicos,Nivel 1,0,"0,202",0,1,0,0,0,0
BRAV3.SA,BRAV3,BRAV,25291,12091809000155,BRAVA ENERGIA S.A.,BRAVA,Nao Classificado,Exploração. Refino e Distribuição,Nao Classificado,Novo Mercado,0,"0,301",1,0,0,0,0,0
BRBI11.SA,BRBI11,BRBI,25860,10739356000103,BRBI BR PARTNERS S.A.,BR PARTNERS,Financeiro,Intermediários Financeiros,Bancos,Nivel 2,0,"0,030",0,0,1,0,0,0
BRKM5.SA,BRKM5,BRKM,4820,42150391000170,BRASKEM S.A.,BRASKEM,Materiais Básicos,Químicos,Petroquímicos,Nivel 1,0,"0,076",0,1,0,0,0,0
BRSR6.SA,BRSR6,BRSR,1210,92702067000196,BCO ESTADO DO RIO GRANDE DO SUL S.A.,BANRISUL,Financeiro,Intermediários Financeiros,Bancos,Nivel 1,0,"0,104",0,1,0,0,0,0
CAML3.SA,CAML3,CAML,24228,64904295000103,CAMIL ALIMENTOS S.A.,CAMIL,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,Novo Mercado,0,"0,021",1,0,0,0,0,0
CASH3.SA,CASH3,CASH,25232,14110585000107,MÉLIUZ S.A.,MELIUZ,Tecnologia da Informação,Programas e Serviços,Programas e Serviços,Novo Mercado,0,"0,013",1,0,0,0,0,0
CBAV3.SA,CBAV3,CBAV,25984,61409892000173,COMPANHIA BRASILEIRA DE ALUMÍNIO,CBA,Materiais Básicos,Mineração,Minerais Metálicos,Novo Mercado,0,"0,070",1,0,0,0,0,0
CEAB3.SA,CEAB3,CEAB,24848,45242914000105,CEA MODAS S.A.,CEA MODAS,Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados",Novo Mercado,0,"0,085",1,0,0,0,0,0
CMIG4.SA,CMIG4,CMIG,2453,17155730000164,CIA ENERGETICA DE MINAS GERAIS - CEMIG,CEMIG,Utilidade Pública,Energia Elétrica,Energia Elétrica,Nivel 1,1,"0,837",0,1,0,0,0,0
CMIN3.SA,CMIN3,CMIN,25585,8902291000115,CSN MINERAÇÃO S.A.,CSNMINERACAO,Materiais Básicos,Mineração,Minerais Metálicos,Nivel 2,0,"0,266",0,0,1,0,0,0
COGN3.SA,COGN3,COGN,17973,2800026000140,COGNA EDUCAÇÃO S.A.,COGNA ON,Consumo Cíclico,Diversos,Serviços Educacionais,Novo Mercado,0,"0,202",1,0,0,0,0,0
CPFE3.SA,CPFE3,CPFE,18660,2429144000193,CPFL ENERGIA S.A.,CPFL ENERGIA,Utilidade Pública,Energia Elétrica,Energia Elétrica,Novo Mercado,0,"0,333",1,0,0,0,0,0
CPLE3.SA,CPLE3,CPLE,14311,76483817000120,CIA PARANAENSE DE ENERGIA - COPEL,COPEL,Utilidade Pública,Energia Elétrica,Energia Elétrica,Novo Mercado,0,"1,607",1,0,0,0,0,0
CSAN3.SA,CSAN3,CSAN,19836,50746577000115,COSAN S.A.,COSAN,"Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",Novo Mercado,0,"0,306",1,0,0,0,0,0
CSMG3.SA,CSMG3,CSMG,19445,17281106000103,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,COPASA,Utilidade Pública,Água e Saneamento,Água e Saneamento,Novo Mercado,0,"0,350",1,0,0,0,0,0
CSNA3.SA,CSNA3,CSNA,4030,33042730000104,CIA SIDERURGICA NACIONAL,SID NACIONAL,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,Tradicional,0,"0,159",0,0,0,0,0,1
CURY3.SA,CURY3,CURY,25100,8797760000183,CURY CONSTRUTORA E INCORPORADORA S.A.,CURY S/A,Consumo Cíclico,Construção Civil,Incorporações,Novo Mercado,0,"0,178",1,0,0,0,0,0
CVCB3.SA,CVCB3,CVCB,23310,10760260000119,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,CVC BRASIL,Consumo Cíclico,Viagens e Lazer,Viagens e Turismo,Novo Mercado,0,"0,030",1,0,0,0,0,0
CXSE3.SA,CXSE3,CXSE,23795,22543331000100,CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,CAIXA SEGURI,Financeiro,Previdência e Seguros,Seguradoras,Novo Mercado,0,"0,366",1,0,0,0,0,0
CYRE3.SA,CYRE3,CYRE,14460,73178600000118,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,CYRELA REALT,Consumo Cíclico,Construção Civil,Incorporações,Novo Mercado,0,"0,228",1,0,0,0,0,0
CYRE4.SA,CYRE4,CYRE,14460,73178600000118,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,CYRELA REALT,Consumo Cíclico,Construção Civil,Incorporações,Novo Mercado,0,"0,039",1,0,0,0,0,0
DESK3.SA,DESK3,DESK,26026,8170849000115,DESKTOP S.A.,DESKTOP,Comunicações,Telecomunicações,Telecomunicações,Novo Mercado,0,"0,020",1,0,0,0,0,0
DIRR3.SA,DIRR3,DIRR,21350,16614075000100,DIRECIONAL ENGENHARIA S.A.,DIRECIONAL,Consumo Cíclico,Construção Civil,Incorporações,Novo Mercado,0,"0,155",1,0,0,0,0,0
DXCO3.SA,DXCO3,DXCO,21091,97837181000147,DEXCO S.A.,DEXCO,Materiais Básicos,Madeira e Papel,Madeira,Novo Mercado,0,"0,060",1,0,0,0,0,0
ECOR3.SA,ECOR3,ECOR,19453,4149454000180,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,ECORODOVIAS,Bens Industriais,Transporte,Exploração de Rodovias,Novo Mercado,0,"0,105",1,0,0,0,0,0
EGIE3.SA,EGIE3,EGIE,17329,2474103000119,ENGIE BRASIL ENERGIA S.A.,ENGIE BRASIL,Utilidade Pública,Energia Elétrica,Energia Elétrica,Novo Mercado,0,"0,428",1,0,0,0,0,0
EMBJ3.SA,EMBJ3,EMBJ,20087,7689002000189,EMBRAER S.A.,EMBRAER,Nao Classificado,Material Aeronáutico e de Defesa,Nao Classificado,Novo Mercado,0,"1,963",1,0,0,0,0,0
ENEV3.SA,ENEV3,ENEV,21237,4423567000121,ENEVA S.A,ENEVA,Utilidade Pública,Energia Elétrica,Energia Elétrica,Novo Mercado,0,"1,672",1,0,0,0,0,0
ENGI11.SA,ENGI11,ENGI,15253,864214000106,ENERGISA S.A.,ENERGISA,Utilidade Pública,Energia Elétrica,Energia Elétrica,Nivel 2,0,"0,659",0,0,1,0,0,0
EQTL3.SA,EQTL3,EQTL,20010,3220438000173,EQUATORIAL S.A.,EQUATORIAL,Utilidade Pública,Energia Elétrica,Energia Elétrica,Novo Mercado,0,"1,805",1,0,0,0,0,0
EVEN3.SA,EVEN3,EVEN,20524,43470988000165,EVEN CONSTRUTORA E INCORPORADORA S.A.,EVEN,Consumo Cíclico,Construção Civil,Incorporações,Novo Mercado,0,"0,040",1,0,0,0,0,0
