Ticker,Ano,Pregoes_Ano,Volatilidade_Anual,Retorno_Anual,Volume_Financeiro_Medio_Diario,Negocios_Medio_Diario,Liquidez_Anual_Log,Amplitude_Intradiaria_Media,Max_Drawdown_Anual,Beta_Ibov_Anual,Retorno_Ibov,Target_Venceu,Retorno_Ano_Anterior,CD_CVM,CNPJ_CIA,DENOM_CIA,Nome_Pregao,Setor,Subsetor,Segmento_Setorial,Segmento_Listagem,ROIC,F_Score,DivLiq_EBITDA,ROE,FCF,ROA,Margem_Bruta,Giro_Ativo,Log_Ativo_Total,Crescimento_Receita,Margem_Liquida,Divida_Ativo,Eh_Estatal,Segmento_Novo_Mercado,Segmento_Nivel_1,Segmento_Nivel_2,Segmento_Bovespa_Mais,Segmento_Bovespa_Mais_Nivel_2,Segmento_Tradicional,Selic_Media,IPCA_Anual,ROE_Premio_Risco,ROIC_Premio_Risco,ROE_Ajustado_Selic,Custo_Divida_Real,Setor_Bens_Industriais,Setor_Comunicacoes,Setor_Consumo_Ciclico,Setor_Consumo_Nao_Ciclico,Setor_Financeiro,Setor_Materiais_Basicos,Setor_Nao_Classificado,Setor_Petroleo_Gas_E_Biocombustiveis,Setor_Saude,Setor_Tecnologia_Da_Informacao,Setor_Utilidade_Publica
ALPA4.SA,2010,247,0.992332467535345,-0.9061739130434782,2645550.226720648,94.69635627530364,20.2977779650238,0.024688838773652966,-0.9548091603053435,0.20828228158353748,-0.010564637019058187,0,,10456,61079117000105,ALPARGATAS S.A.,ALPARGATAS,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Calçados,Nivel 1,0.13016070845293248,3,-0.5753041869072404,0.22724362849786325,336113.0,0.13635742496560363,0.45615624815778805,0.9966852176374731,14.624930300656285,,0.13681092340149592,0.13173667087598476,0,0,1,0,0,0,0,0.09902054794520548,0.05909068347266211,0.12822308055265777,0.031140160507727,2.2949138659948836,-0.056966935822725856,0,0,1,0,0,0,0,0,0,0,0
BEEF3.SA,2010,247,0.35553487506242326,0.19931271477663226,2533078.453441296,396.3238866396761,20.25433423926944,0.035993094932577206,-0.22838709677419344,0.7214394363642476,-0.010564637019058187,1,,20931,67620377000114,MINERVA S.A.,MINERVA,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,Novo Mercado,0.06643637487501804,1,6.772023447815816,0.038637873815645055,,0.007942245134780375,0.19012823465724626,1.2967089618962466,14.781867211311912,,0.0061249249971759324,0.6216984039416363,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,-0.06038267412956043,-0.03258417307018745,0.39020056561417843,0.6705694725005018,0,0,0,1,0,0,0,0,0,0,0
BRAP4.SA,2010,247,0.31930410182294633,0.1051020408163259,34145212.14574899,2591.923076923077,22.85552127018845,0.027697628730912246,-0.3045404208194906,1.27801244573415,-0.010564637019058187,1,,18724,3847461000192,BRADESPAR S.A.,BRADESPAR,Materiais Básicos,Mineração,Minerais Metálicos,Nivel 1,0.1549634899720399,2,1.0071936991852521,0.2505985123060282,932948.0,0.12322491053305411,0.5944007918323044,0.33829849091662273,16.474458256124375,,0.36424906951010966,0.23994899046666215,0,0,1,0,0,0,0,0.09902054794520548,0.05909068347266211,0.15157796436082271,0.05594294202683442,2.5307728295414065,0.09973287198028213,0,0,0,0,0,1,0,0,0,0,0
BRKM5.SA,2010,247,0.30461424904840595,0.42947368421052445,21172942.37651822,2034.753036437247,22.377622958298666,0.03170504776439751,-0.3370491803278689,0.639105867093205,-0.010564637019058187,1,,4820,42150391000170,BRASKEM S.A.,BRASKEM,Materiais Básicos,Químicos,Petroquímicos,Nivel 1,0.0917100388939304,2,3.1428735838475177,0.18209616837969286,91934.0,0.054972358632477056,0.16015184576535693,0.7394626540544961,17.35581726329522,,0.07434095330042965,0.36918249068645975,0,0,1,0,0,0,0,0.09902054794520548,0.05909068347266211,0.08307562043448738,-0.007310509051275088,1.8389735479999416,0.31120906439509294,0,0,0,0,0,1,0,0,0,0,0
CMIG4.SA,2010,247,0.2783592049743519,-0.14854956965253296,41961606.32388664,3343.838056680162,23.06165395975021,0.024955553634685275,-0.24018838304552592,0.4598177378144691,-0.010564637019058187,0,,2453,17155730000164,CIA ENERGETICA DE MINAS GERAIS - CEMIG,CEMIG,Utilidade Pública,Energia Elétrica,Energia Elétrica,Nivel 1,0.09743437771770228,2,2.8098088869815823,0.19675408083890278,1551395.0,0.0672901171224056,0.3549437820533252,0.383341090553732,17.32872132578282,,0.1755358837874796,0.39416364975461493,1,0,1,0,0,0,0,0.09902054794520548,0.05909068347266211,0.0977335328936973,-0.0015861702275032086,1.9870025456512281,0.2782288156102242,0,0,0,0,0,0,0,0,0,0,1
CPFE3.SA,2010,247,0.20676169917721515,0.12876712328767148,17465599.06477733,1409.582995951417,22.185132073369328,0.021072178560883018,-0.12136363636363645,0.3487192146591325,-0.010564637019058187,1,,18660,2429144000193,CPFL ENERGIA S.A.,CPFL ENERGIA,Utilidade Pública,Energia Elétrica,Energia Elétrica,Novo Mercado,0.11190303842216129,2,2.8634268056065113,0.2279049480447596,1412059.0,0.07669616372099146,0.30629150074822875,0.5994837662329568,16.814079105487842,,0.12793701521383258,0.4690040612151337,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,0.12888440009955413,0.012882490476955805,2.3015924752393238,0.28353809129214613,0,0,0,0,0,0,0,0,0,0,1
CPLE3.SA,2010,223,0.22322614803791177,0.0079575596816992,498661.1524663677,10.90134529147982,18.52685387135182,0.015122475432647373,-0.23124999999999996,0.3445236391376055,-0.010564637019058187,1,,14311,76483817000120,CIA PARANAENSE DE ENERGIA - COPEL,COPEL,Utilidade Pública,Energia Elétrica,Energia Elétrica,Novo Mercado,0.05130031940221638,3,0.18484617463603367,0.08744885057542494,1247562.0,0.055310101687444484,0.27893616580397973,0.3864127929712434,16.69804238598819,,0.14313734610634546,0.11115885432414647,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,-0.011571697369780545,-0.0477202285429891,0.8831384231868327,0.0183035694980352,0,0,0,0,0,0,0,0,0,0,1
CSMG3.SA,2010,247,0.25689170756733426,-0.13030303030303148,6968657.886639676,564.4898785425102,21.26632154568558,0.025630743884312846,-0.35757575757575755,0.3970592546093234,-0.010564637019058187,0,,19445,17281106000103,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,COPASA,Utilidade Pública,Água e Saneamento,Água e Saneamento,Novo Mercado,0.09897878467685885,2,2.1783425472542515,0.15863255636595744,121208.0,0.09118435678893769,0.3689505264090874,0.4408360726151911,15.809570666301596,,0.20684413652449252,0.2872821309423243,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,0.059612008420751955,-4.1763268346636795e-05,1.602016547653717,0.21570067264147064,0,0,0,0,0,0,0,0,0,0,1
CSNA3.SA,2010,247,0.5792278162537117,-0.5255292652552922,107434576.97165991,5166.113360323887,24.001780970623695,0.0271079287638968,-0.6412356321839081,1.0528204492758304,-0.010564637019058187,0,,4030,33042730000104,CIA SIDERURGICA NACIONAL,SID NACIONAL,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,Tradicional,0.11818903713384875,2,1.9706857028304963,0.32167664107273614,2482535.0,0.06656865570507868,0.46806431053298464,0.38227634699774454,17.447851802930387,,0.1741375217898884,0.5314497835968972,0,0,0,0,0,0,1,0.09902054794520548,0.05909068347266211,0.22265609312753065,0.019168489188643265,3.248584740722105,0.19513837812205811,0,0,0,0,0,1,0,0,0,0,0
CYRE3.SA,2010,247,0.3909855642889336,-0.09710743801652899,71198798.99595141,6023.582995951417,23.590374844890388,0.03604645743183155,-0.2832302936630602,1.3140948968948456,-0.010564637019058187,0,,14460,73178600000118,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,CYRELA REALT,Consumo Cíclico,Construção Civil,Incorporações,Novo Mercado,0.06090063600185295,1,4.260495964015364,0.12820527059633652,-280014.0,0.049843965913894894,0.3142325164797075,0.4060685264538,16.303957765905896,,0.12274767106227781,0.2850441861992644,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,0.029184722651131034,-0.038119911943352534,1.2947340047772795,0.4218766448751378,0,0,1,0,0,0,0,0,0,0,0
DIRR3.SA,2010,229,0.30525896343392966,0.17816593886462972,279298.7554585153,17.104803493449783,17.97375931518165,0.021559391746943178,-0.20941968040370063,0.2606250379322099,-0.010564637019058187,1,,21350,16614075000100,DIRECIONAL ENGENHARIA S.A.,DIRECIONAL,Consumo Cíclico,Construção Civil,Incorporações,Novo Mercado,0.09270712395452602,1,0.7024716864661938,0.20118499012508229,-283250.0,0.0991651295412678,0.3173305776773964,0.46554775051770064,14.33403229056473,,0.2130074292722792,0.18003360439929458,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,0.1021644421798768,-0.006313423990679468,2.031749917566716,0.06955913130987511,0,0,1,0,0,0,0,0,0,0,0
ECOR3.SA,2010,187,0.2902382969998688,0.3452631578947356,13869754.55080214,1530.2566844919786,21.676329712965213,0.034205608541217535,-0.16076845298281095,0.5036358695565653,-0.010564637019058187,1,,19453,4149454000180,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,ECORODOVIAS,Bens Industriais,Transporte,Exploração de Rodovias,Novo Mercado,0.17976962154559453,2,0.9269901851059111,0.3301671768649458,422577.0,0.14170109002500375,0.5631728037388415,0.3426991753757283,15.24241337080578,,0.4134853545230904,0.42520769239632666,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,0.2311466289197403,0.08074907360038905,3.3343299316789157,0.09179107606901478,1,0,0,0,0,0,0,0,0,0,0
ENGI11.SA,2010,230,0.2761518775847928,-0.05213270142180182,229256.82173913042,4.843478260869565,17.780677474332343,0.01228232356663215,-0.2816143497757848,0.2519177063475573,-0.010564637019058187,0,,15253,864214000106,ENERGISA S.A.,ENERGISA,Utilidade Pública,Energia Elétrica,Energia Elétrica,Nivel 2,0.08052066330968967,1,3.8802502651579682,0.16382305413412335,,0.053559685060863026,0.30760207750105717,0.5927861943643571,15.10590699159,,0.09035245012461014,0.493882603888696,0,0,0,1,0,0,0,0.09902054794520548,0.05909068347266211,0.06480250618891786,-0.018499884635515815,1.6544349383400434,0.3842245074204709,0,0,0,0,0,0,0,0,0,0,1
EQTL3.SA,2010,247,0.47226625872080874,-0.3577464788732392,3919648.376518219,237.99595141700405,20.69090084553644,0.024843754562296105,-0.44419889502762433,0.3237348161164729,-0.010564637019058187,0,,20010,3220438000173,EQUATORIAL S.A.,EQUATORIAL,Utilidade Pública,Energia Elétrica,Energia Elétrica,Novo Mercado,0.10314860419701616,2,1.9387580666887085,0.14861001937970772,2803.0,0.05764358707425628,0.3852149443766246,0.5490209004584422,15.002296103933148,,0.1049934292594742,0.4094882667064649,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,0.049589471434502236,0.0041280562518106745,1.5007998083583958,0.19197688609670316,0,0,0,0,0,0,0,0,0,0,1
EVEN3.SA,2010,247,0.356901958148353,0.03614457831325324,8666660.024291499,905.9473684210526,21.48438237798457,0.03526072289429898,-0.33012048192771093,0.9195916625918185,-0.010564637019058187,1,,20524,43470988000165,EVEN CONSTRUTORA E INCORPORADORA S.A.,EVEN,Consumo Cíclico,Construção Civil,Incorporações,Novo Mercado,0.08587096636973758,1,3.4170760922225494,0.17909233478763856,-494752.0,0.07845635884265754,0.27393757755258236,0.6077651259152921,14.984343941322098,,0.129089932109057,0.36544192701900263,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,0.08007178684243307,-0.013149581575467903,1.8086380908207256,0.33836074702233837,0,0,1,0,0,0,0,0,0,0,0
EZTC3.SA,2010,247,0.30801943000751614,0.6219653179190767,2053962.0607287448,272.19028340080973,20.044669536978372,0.029216241767125554,-0.18934240362811794,0.82344093470165,-0.010564637019058187,1,,20770,8312229000173,EZ TEC EMPREEND. E PARTICIPACOES S.A.,EZTEC,Consumo Cíclico,Construção Civil,Incorporações,Novo Mercado,0.12771264811327263,2,-0.4663808396096436,0.21827407530793216,107343.0,0.17643077560079076,0.46773947708741553,0.4606662029097969,14.138660155315385,,0.38299049178421646,0.04153181644782988,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,0.11925352736272668,0.02869210016806714,2.204331119523974,-0.046181286289291905,0,0,1,0,0,0,0,0,0,0,0
FESA4.SA,2010,247,0.39510309943510374,0.18938053097345064,1522523.4979757085,169.03643724696357,19.745268051544183,0.034430190775821316,-0.28521126760563376,1.0358404680670754,-0.010564637019058187,1,,3069,15141799000103,CIA FERRO LIGAS DA BAHIA - FERBASA,FERBASA,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,Nivel 1,0.08065391690404303,2,-2.1181126742672043,0.129744293265238,65835.0,0.1124866782241221,0.28792763773701524,0.5661454035562308,13.988491964373756,,0.1986886717043702,0.0,0,0,1,0,0,0,0,0.09902054794520548,0.05909068347266211,0.030723745320032525,-0.018366631041162457,1.3102764623867156,-0.20973667761562312,0,0,0,0,0,1,0,0,0,0,0
FLRY3.SA,2010,247,0.295271230473399,0.4723756906077379,3282527.129554656,154.54655870445345,20.513512487892502,0.03385306561430705,-0.17541229385307355,0.3494584902552205,-0.010564637019058187,1,,21881,60840055000131,FLEURY S.A.,FLEURY,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos","Serviços Médico - Hospitalares, Análises e Diagnósticos",Novo Mercado,0.10096016185663348,2,-2.6870140268675304,0.12848449747628737,102163.0,0.09787993687545551,0.4178277327171068,0.656197860511622,14.099311859957917,,0.14916223103674986,0.06806894910884767,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,0.02946394953108189,0.0019396139114279953,1.2975538930302246,-0.26606960127687596,0,0,0,0,0,0,0,0,1,0,0
GFSA3.SA,2010,247,0.6387826451339348,-0.5669064748201436,53784293.71255061,5548.8421052631575,23.30988038078452,0.03474262387089478,-0.6464028776978417,1.521292176800825,-0.010564637019058187,0,,16101,1545826000107,GAFISA S.A.,GAFISA,Consumo Cíclico,Construção Civil,Incorporações,Novo Mercado,0.052342329657504086,1,5.407741930883766,0.10995940712572902,-3031204.0,0.043567479695910405,0.29194971055078667,0.38963704482952816,16.072005114512606,,0.11181554801846885,0.3445301215114339,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,0.010938859180523536,-0.0466782182877014,1.1104705983507253,0.5354775691423741,0,0,1,0,0,0,0,0,0,0,0
GGBR4.SA,2010,247,0.3308379675913349,-0.2341216216216202,134141213.59919028,7835.546558704454,24.223791972511115,0.028356706630627202,-0.3848580441640378,1.2696966838737374,-0.010564637019058187,0,,3980,33611500000119,GERDAU S.A.,GERDAU,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,Nivel 1,0.06908585396872444,3,3.734055927861641,0.10633953448088024,4063791.0,0.04995162184556947,0.1758257016668796,0.7319255484683826,17.574178656853594,,0.06824686192481948,0.3420276065566738,0,0,1,0,0,0,0,0.09902054794520548,0.05909068347266211,0.007318986535674754,-0.029934693976481047,1.0739138157438275,0.36974826403490235,0,0,0,0,0,1,0,0,0,0,0
GOAU4.SA,2010,247,0.33995245940931373,-0.2507688006709532,28370923.36842105,2534.902834008097,22.670263690379638,0.030780700645545202,-0.4109450215353433,1.2586194237263044,-0.010564637019058187,0,,8656,92690783000109,METALURGICA GERDAU S.A.,GERDAU MET,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,Nivel 1,0.06946381185836038,3,4.133387607919282,0.04897143121769363,4041956.0,0.0207734797916492,0.1758257016668796,0.7280985177322803,17.579421090181363,,0.028531138693084865,0.37024225297364444,0,0,1,0,0,0,0,0.09902054794520548,0.05909068347266211,-0.050049116727511854,-0.0295567360868451,0.4945582733473936,0.40929030580608944,0,0,0,0,0,1,0,0,0,0,0
GRND3.SA,2010,247,0.321210706544085,-0.03917525773195796,925286.8623481782,98.33198380566802,19.2472474308778,0.027948503084786042,-0.2823529411764705,0.387105977346733,-0.010564637019058187,0,,19615,89850341000160,GRENDENE S.A.,GRENDENE,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Calçados,Novo Mercado,0.07419637207852207,2,0.6282573543876822,0.18643273778903433,293215.0,0.1562544234298356,0.40588542150330287,0.802535591260328,14.508306676909301,,0.19470092682674492,0.08914783546416566,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,0.08741218984382884,-0.02482417586668341,1.8827681896105009,0.062210387482073436,0,0,1,0,0,0,0,0,0,0,0
HBOR3.SA,2010,247,0.25956801166729343,0.6671961874503551,882645.8502024291,73.58704453441295,19.200067664700157,0.026139720396010722,-0.20294117647058818,0.4944174457533308,-0.010564637019058187,1,,20877,49263189000102,HELBOR EMPREENDIMENTOS S.A.,HELBOR,Consumo Cíclico,Construção Civil,Incorporações,Novo Mercado,0.10219344186166505,2,1.2458446096053641,0.25013911272871164,51740.0,0.08672666366872203,0.31713488922407723,0.4702579439181104,14.557074976022287,,0.184423601536914,0.2626151858598639,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,0.15111856478350616,0.003172893916459571,2.5261333927088536,0.12336421589770377,0,0,1,0,0,0,0,0,0,0,0
HYPE3.SA,2010,247,0.3890459159059886,0.10009765625000155,51062993.77732793,3043.6882591093117,23.257958937302835,0.03674061260680354,-0.26280094947439814,0.8419650691366671,-0.010564637019058187,1,,21431,2932074000191,HYPERA S.A.,HYPERA,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos,Novo Mercado,0.050427181096188343,1,0.8837171299897378,0.0517683908038025,-53834.0,0.026223713556036126,0.5717026908645301,0.31637833374819846,16.11681312887836,,0.0828871978853876,0.29540855468539573,0,1,0,0,0,0,0,0.09902054794520548,0.05909068347266211,-0.04725215714140298,-0.04859336684901714,0.5228045277274099,0.08750615444014823,0,0,0,0,0,0,0,0,1,0,0
ITSA4.SA,2010,247,0.2646868560537737,0.06709781729991615,74475690.6680162,6995.327935222672,23.635371667026604,0.02432313152058353,-0.1656101426307448,0.9953285310759818,-0.010564637019058187,1,,7617,61532644000115,ITAUSA S.A.,ITAUSA,Financeiro,Intermediários Financeiros,Bancos,Nivel 1,-0.32150656293909996,1,0.2834529337273111,0.15137598958154838,-3424000.0,0.01602481542619769,0.3083969465648855,0.019010648139750033,19.434588088314364,,0.8429389312977099,0.0,0,0,1,0,0,0,0,0.09902054794520548,0.05909068347266211,0.0523554416363429,-0.42052711088430544,1.528733103611127,0.028067664814354364,0,0,0,0,1,0,0,0,0,0,0
